title,date,full_text,link
CMSE Conference Offers Insight into Current Issues of Military/Space Electronic Components,"February 22, 2018","The 22nd Components for Military and Space Electronics (CMSE) conference and exhibition, at the 4 Points Sheraton Hotel, Los Angeles, on May 7-10, 2018 offers an excellent insight into current issues (design trade-offs on cost, reliability and performance) and future challenges of military and space electronic components.",https://www.microwavejournal.com/articles/29838-cmse-conference-offers-insight-into-current-issues-of-militaryspace-electronic-components
Tactical Targeting Network Technology,"February 16, 2018","If data protection is critical to home users in terms of warding off things like identity theft and fraud, think of how critical it is when you're talking about data being transmitted from an aircraft traveling in excess of one thousand miles per hour to command crews on the ground. When something as essential as national security is on the line, you cannot leave anything to chance in terms of reliability and security - which are exactly the types of concerns that Tactical Targeting Network Technology were designed to address.",https://www.microwavejournal.com/articles/29799-tactical-targeting-network-technology
Wolfspeed Addresses Growing UHF Radar Market with New GaN HEMT,"February 14, 2018","Wolfspeed, a Cree company, has extended its family of 50 V transistors and introduced an unmatched, 250 W GaN HEMT for UHF applications.",https://www.microwavejournal.com/articles/29786-wolfspeed-addresses-growing-uhf-radar-market-with-new-gan-hemt
Integra Technologies Announces Fully-Matched High Power GaN on SiC Transistor,"February 9, 2018","Integra Technologies has released a fully-matched, GaN on SiC transistor that delivers 50 W from 5 to 6 GHz.",https://www.microwavejournal.com/articles/29773-integra-technologies-announces-fully-matched-high-power-gansic-transistor
"Mitsubishi Electric's New ""REESA"" Small, Low-Cost Array Antenna Achieves High-Precision Beam Scanning","February 9, 2018","Mitsubishi Electric Corporation announced its development of the REESA (Rotational Element Electronically Scanned Array) antenna, a small, low-cost array antenna that achieves high-precision beam scanning by electronically rotating antenna elements individually.",https://www.microwavejournal.com/articles/29772-mitsubishi-electrics-new-reesa-small-low-cost-array-antenna-achieves-high-precision-beam-scanning
It’s Time to Convert EW Radio Designs,"February 7, 2018","Recent developments within the high speed converter industry have enabled the fabrication of 28 nm process converters. Using smaller processes is especially beneficial in EW systems, where large bandwidth, high agility and low SWaP are required, enabling the integration of multiple ADCs and DACs within a single package to reduce power consumption.",https://www.microwavejournal.com/articles/29758-its-time-to-convert-our-ew-radio-designs
Akash Systems Raises $3.1M in Seed Round Funding Led by Khosla Ventures,"February 6, 2018","Akash Systems Inc. announced it has raised $3.1 million and closed its seed roundfunding. Led by Khosla Ventures, the seed round also included Social Capital, Data Collective, Ruvento Ventures, Sriram Krishnan and Backstage Capital. ",https://www.microwavejournal.com/articles/29752-akash-systems-raises-31m-in-seed-round-funding-led-by-khosla-ventures
Enhanced Target Detection and Localization by Cueing in Multistatic Passive-Active Radar Systems,"February 5, 2018",This paper was an Outstanding Paper Award finalist in RADAR at EDI CON USA 2017.,https://www.microwavejournal.com/articles/29702-enhanced-target-detection-and-localization-by-cueing-in-multistatic-passive-active-radar-systems
NASA’s Small Spacecraft Produces First 883 GHz Global Ice-Cloud Map,"February 5, 2018","IceCube, the diminutive spacecraft that deployed from the International Space Station in May 2017, has demonstrated in space a commercial 883 GHz radiometer developed by Virginia Diodes under a NASA Small Business Innovative Research contract.",https://www.microwavejournal.com/articles/29749-nasas-small-spacecraft-produces-first-883-ghz-global-ice-cloud-map
Leonardo Presents 2018-2022 Industrial Plan,"February 5, 2018",Leonardo's Board of Directors approved the 2018-2022 Industrial Plan focused on long term sustainable growth of the Group.,https://www.microwavejournal.com/articles/29747-leonardo-presents-2018-2022-industrial-plan
Danish Defense Agreement 2018-2023 Agreed,"February 5, 2018","A Danish defense agreement for the years 2018-2023 has been reached supported by the Government, The Danish People's Party, The Social Democrats, and the Social-Liberal Party.",https://www.microwavejournal.com/articles/29745-danish-defense-agreement-2018-2023-agreed
Elbit Systems’ Australian Subsidiary Awarded $150 Million BMS C2 Contract ,"February 5, 2018",Elbit Systems of Australia Pty Ltd. has been contracted by the Australian Department of Defence’s Capability Acquisition and Sustainment Group to provide TLS services to the ADF for the Battle Management System Command and Control.,https://www.microwavejournal.com/articles/29744-elbit-systems-australian-subsidiary-awarded-150-million-bms-c2-contract
Mercury Receives $3.4M Custom Microelectronics Orders for Precision Guided Munitions App,"February 2, 2018","Mercury Systems Inc. announced it received $3.4 million in follow-on orders from a leading defense prime contractor for custom high-performance microelectronics integrated into the guidance, navigation and control system of a precision guided munitions application.",https://www.microwavejournal.com/articles/29739-mercury-receives-34m-custom-microelectronics-orders-for-precision-guided-munitions-app
"Kratos Opens Oklahoma Design, Production Facilities to Meet Increased Demand for UAS","January 30, 2018","Kratos Defense & Security Solutions Inc. announced that the company’s Unmanned Systems Division is opening administrative and engineering offices and production facilities in Oklahoma City to accommodate expected increased demand for high performance, jet powered unmanned aerial tactical and target drone systems.",https://www.microwavejournal.com/articles/29732-kratos-opens-oklahoma-design-production-facilities-to-meet-increased-demand-for-uas
Mercury Systems Receives $12.5M Order for Ground-Based Electronic Surveillance,"January 29, 2018",Mercury Systems Inc. announced it received a $12.5 million order from a leading defense prime contractor for a ground-based electronic surveillance subsystem. ,https://www.microwavejournal.com/articles/29721-mercury-systems-receives-125m-order-for-ground-based-electronic-surveillance
Pasternack Debuts New Line of Compact Waveguide Gunn Diode Oscillators,"January 25, 2018","Pasternack has unveiled a new line of compact, tunable, low phase noise, waveguide, Gunn-diode oscillators at popular K- and Ka-Band frequencies.",https://www.microwavejournal.com/articles/29690-pasternack-debuts-new-line-of-compact-waveguide-gunn-diode-oscillators
"Empower RF Systems Announce New HF Communications, Jamming Transmitter","January 25, 2018","Empower RF is announcing the availability of their fielded Model 2203 high power amplifier, which operates from 1 to 30 MHz and delivers a minimum of 1 KW CW. The 2203 is capable of operating in multi-domain scenarios as a jamming or communications transmitter with any type of modulation (AM, FM, multi-tone, pulse, PSK, FSK and complex digital modulation).",https://www.microwavejournal.com/articles/29687-empower-rf-systems-announce-new-hf-communications-jamming-transmitter
Gowanda Offers Industry-First Shielded ER SMT Inductors for Military RF Applications,"January 25, 2018",Gowanda Electronics announces the introduction of the industry’s first off-the-shelf Shielded RF Surface Mount (SMT) Inductors with Established Reliability (ER) rating.,https://www.microwavejournal.com/articles/29686-gowanda-offers-industry-first-shielded-er-smt-inductors-for-military-rf-applications
What Can 5G Learn from the Military Communications Market?,"January 24, 2018",N/A,https://www.microwavejournal.com/articles/29683-what-can-5g-learn-from-the-military-communications-market
Epiq Announces New RF Spectrum Analyzer,"January 24, 2018","Epiq's innovative spectrum analyzer, ERA, allows you to view and collect RF activity of your target environment from any location.",https://www.microwavejournal.com/articles/29679-epiq-announces-new-rf-spectrum-analyzer
Saab Inaugurates New Development Center in Finland ,"January 22, 2018","Defense and security company Saab is expanding its activities in Finland through the establishment of the new Saab Technology Center in Tampere, Finland.",https://www.microwavejournal.com/articles/29668-saab-inaugurates-new-development-center-in-finland
Thales Alenia Space Provides X-Band Transmitter for South Korea’s KOMPSAT-7 mission ,"January 22, 2018",Thales Alenia Space has signed a new contract with the Korea Aerospace Research Institute to deliver the X-Band communications system for the KOMPSAT-7 mission.,https://www.microwavejournal.com/articles/29666-thales-alenia-space-provides-x-band-transmitter-for-south-koreas-kompsat-7-mission
Mercury Receives $4.6M GPS Filter Amplifier Order for Precision Guided Munitions Application,"January 16, 2018",Mercury Systems Inc. announced it received a $4.6M follow-on order from a leading defense prime contractor for state-of-the-art GPS filter amplifiers for a precision guided munitions application.,https://www.microwavejournal.com/articles/29637-mercury-receives-46m-gps-filter-amplifier-order-for-precision-guided-munitions-application
"Raytheon Awarded $1.5B Contract for Additional Patriot™ Integrated Air, Missile Defense","January 16, 2018","Raytheon Co. announced it has been awarded a new, direct commercial sales contract worth more than $1.5 billion to provide additional Patriot Air and Missile Defense system capability to a member of the 14-nation Patriot partnership.",https://www.microwavejournal.com/articles/29636-raytheon-awarded-15b-contract-for-additional-patriot-integrated-air-missile-defense
"ViaSat-2 Commercial Service Planned for February, Despite Antenna Issue","January 12, 2018","Viasat continues testing the 300 Gbps ViaSat-2 satellite and plans full commercial service to launch in February (2018), despite some antenna spot beams performing differently than during ground testing.",https://www.microwavejournal.com/articles/29627-viasat-2-commercial-service-planned-for-february-despite-antenna-issue
Using 24 GHz Radar to Speed Commercial UAV Adoption,"January 12, 2018","Comtech Telecommunications Corp. announced that during its second quarter of fiscal 2018, its New York-based subsidiary, Comtech PST Corp., which is part of Comtech’s Government Solutions segment, received a $1.2 million order to upgrade solid-state, high-power amplifiers from a major prime contractor.",https://www.microwavejournal.com/articles/29573-using-24-ghz-radar-to-speed-commercial-uav-adoption
Antenna Technologies for the Future,"January 12, 2018","Micro Harmonics announced the availability of E- and W-Band isolators with low insertion loss and superior isolation. Using a diamond substrate to channel heat to the waveguide block, power handling exceeds the current state-of-the-art.",https://www.microwavejournal.com/articles/29572-antenna-technologies-for-the-future
Comtech Awarded $1.2M Order to Upgrade High-Power Solid-State Amplifiers,"January 11, 2018","Mercury Systems, Inc. announced it received a $12 million order from a leading defense prime contractor for SWaP-optimized radio frequency (RF) modules ready for integration into an advanced electronic warfare system.",https://www.microwavejournal.com/articles/29616-comtech-awarded-12m-order-to-upgrade-high-power-solid-state-amplifiers
Micro Harmonics Introduces E- and W-Band Isolators,"January 11, 2018","Pasternack unveiled a new line of phase-locked oscillators (PLO) that deliver accurate and stable output frequencies with low phase noise and good spurious performance, making them ideal for use in radar and other exciter or frequency generation applications.",https://www.microwavejournal.com/articles/29614-micro-harmonics-introduces-e--and-w-band-isolators
Mercury Receives $12M RF Microelectronics Order for Airborne Electronic Warfare Application,"January 4, 2018","GA-EMS announced that it has been awarded a contract from the JNLWD through the DOTC to develop and supply advanced, high energy density capacitors for integration into a non-lethal PEVS system for use in force protection and vehicle checkpoint operations.",https://www.microwavejournal.com/articles/29601-mercury-receives-12m-rf-microelectronics-order-for-airborne-electronic-warfare-application
Pasternack Launches PLOs in 6 Single Output Frequencies from 50 to 6000 MHz,"January 4, 2018",Viasat announced a contract award to upgrade the NATO UHF satellite communications (SATCOM) control stations to comply with the Integrated Waveform (IW) baseline.,https://www.microwavejournal.com/articles/29600-pasternack-launches-plos-in-6-single-output-frequencies-from-50-to-6000-mhz
General Atomics Capacitors Selected for Non-Lethal Vehicle Stopper,"January 4, 2018",N/A,https://www.microwavejournal.com/articles/29599-general-atomics-capacitors-selected-for-non-lethal-vehicle-stopper
Viasat to Upgrade NATO UHF SATCOM Control Stations to Next-Generation IW,"January 4, 2018",N/A,https://www.microwavejournal.com/articles/29598-viasat-to-upgrade-nato-uhf-satcom-control-stations-to-next-generation-iw
Saab Offers Fixed Face Configuration of Sea Giraffe 4A AESA Radar,"January 3, 2018","Saab has introduced the Sea Giraffe 4A Fixed Face, a fixed-panel configuration of the company’s active electrically scanned array radar family.",https://www.microwavejournal.com/articles/29590-saab-offers-fixed-face-configuration-of-sea-giraffe-4a-aesa-radar
Successful 4th Launch of 10 Iridium NEXT Satellites,"January 3, 2018","The fourth batch of Iridium® NEXT satellites, built by Thales Alenia Space, has been successfully launched by Space X from Vandenberg Air Force Base in California.",https://www.microwavejournal.com/articles/29589-successful-4th-launch-of-10-iridium-next-satellites
KEMET Receives DLA Approval for MIL-PRF-32535 ‘M’ and ‘T’ Levels,"January 3, 2018","The Defense Logistics Agency (DLA) has accepted KEMET’s qualification of C0G and BP dielectrics to MIL-PRF-32535 ‘M’ and ‘T’ levels, making them the first BME MLCCs qualified for defense and aerospace applications.",https://www.microwavejournal.com/articles/29587-kemet-receives-dla-approval-for-mil-prf-32535-m-and-t-levels
Innovative Algorithm for Wide Band Digital Signal Processing in Modern AESA RADAR Architecture,"December 28, 2017",N/A,https://www.microwavejournal.com/articles/29569-innovative-algorithm-for-wide-band-digital-signal-processing-in-modern-aesa-radar-architecture
IMS Achieves AS9100D,"December 22, 2017","International Manufacturing Services Inc. (IMS) in Portsmouth, R.I. is pleased to announce the company has achieved quality certification to AS9100D.",https://www.microwavejournal.com/articles/29562-ims-achieves-as9100d
Mercury Systems to Acquire Themis Computer,"December 22, 2017","Mercury Systems, Inc. announced that it has signed a definitive agreement to acquire Themis Computer (Themis).",https://www.microwavejournal.com/articles/29561-mercury-systems-to-acquire-themis-computer
Old Crows Flock to DC for 54th Convention,"December 21, 2017","The Association of Old Crows (AOC) held the organization’s fifty-fourth convention and symposium in Washington, D.C. the week of November 27, 2017. The event attracted 1,633 attendees, almost a 30 percent increase from 2016, and 107 exhibitors, a 10 percent increase from 2016, with 25 countries represented. Microwave Journal’s Mike Hallman and Gary Lerude toured the exhibition to get a pulse on how the RF/microwave industry is supporting EW system requirements.",https://www.microwavejournal.com/articles/29547-old-crows-flock-to-dc-for-54th-convention
"NGC Awarded $124.7M for AN/APR-39D(V)2 Digital Radar Warning Receiver, EW Management Systems","December 19, 2017",Northrop Grumman Corp. (NGC) has received a $124.7 million award for production of the AN/APR-39D(V)2 digital radar warning receiver and electronic warfare (EW) management systems.,https://www.microwavejournal.com/articles/29546-ngc-awarded-1247m-for-anapr-39dv2-digital-radar-warning-receiver-ew-management-systems
Mercury Systems Receives $2.3M Order for Advanced GPS SAASM Devices,"December 18, 2017","Mercury Systems, Inc. announced it received a $2.3 million follow-on order from a leading electronics manufacturer for state-of-the-art GPS Selective Availability Anti-Spoofing Modules (SAASM) devices for an undisclosed application. ",https://www.microwavejournal.com/articles/29543-mercury-systems-receives-23m-order-for-advanced-gps-saasm-devices
Fractus Launches Reference Design for Global Navigation Systems,"December 18, 2017","Fractus Antennas introduces a new reference design covering all the Global Navigation Satellite Systems frequencies, including GPS, GLONASS and BeiDou.",https://www.microwavejournal.com/articles/29530-fractus-launches-reference-design-for-global-navigation-systems
Kymeta and Intelsat Launch KĀLO Mobile Internet Service,"December 15, 2017","Kymeta and Intelsat announced that Kymeta’s KĀLO internet access service is available with broad initial geographic coverage. KĀLO combines Intelsat’s high-throughput satellite network with Kymeta’s flat panel, electronically-steered satellite terminals.",https://www.microwavejournal.com/articles/29522-kymeta-and-intelsat-launch-k%C4%81lo-mobile-internet-service
Mercury Receives $2.2M RF Microelectronics Order for Ballistic Missile Defense Radar Application,"December 7, 2017","Mercury Systems, Inc. announced it received a $2.2 million order from a leading defense prime contractor for state-of-the-art radio frequency (RF) modules integrated into a ballistic missile defense radar system. The order was booked in the company’s fiscal 2018 second quarter.",https://www.microwavejournal.com/articles/29460-mercury-receives-22m-rf-microelectronics-order-for-ballistic-missile-defense-radar-application
"Wolfspeed Releases 70 W, 500 MHz to 3 GHz GaN Power Amplifier","December 5, 2017","Aimed at counter-IED applications, Wolfspeed announced an internally matched, GaN on SiC HEMT power amplifier delivering 70 W across 500 MHz to 3 GHz.",https://www.microwavejournal.com/articles/29482-wolfspeed-releases-70-w-500-mhz-to-3-ghz-gan-power-amplifier
Rohde & Schwarz Supports ESA JUICE Expedition,"December 5, 2017",Rohde & Schwarz provided two R&S ESR EMI test receivers to support the testing of ESA’s Jupiter Icy Moons Explorer (JUICE) expedition.,https://www.microwavejournal.com/articles/29479-rohde-schwarz-supports-esa-juice-expedition
"LM, Indra to Provide AESA Radar to Worldwide Anti-Air Warfare Platforms","December 4, 2017",Indra and Lockheed Martin (LM) recently signed a Heads of Agreement that extends their exclusive relationship in the development of a state-of-the-art S-Band AESA radar for the Spanish Navy’s F-110 program and establishes a framework for the commercialization of this solid state radar for other anti-air warfare opportunities worldwide.,https://www.microwavejournal.com/articles/29451-lm-indra-to-provide-aesa-radar-to-worldwide-anti-air-warfare-platforms
Keysight Collaboration to Evaluate Radar for Icy Moons Exploration Antenna,"December 1, 2017","Keysight Technologies, Inc. announced that the FieldFox handheld RF analyzer was used in the evaluation of the impedance of the RIME, a key component of one of the 10 science payloads of the European Space Agency's JUICE spacecraft scheduled for launch in 2022.",https://www.microwavejournal.com/articles/29450-keysight-collaboration-to-evaluate-radar-for-icy-moons-exploration-antenna
Harris Awards Cobham EW Orders for $39M,"December 1, 2017","Harris Corporation has awarded Cobham Advanced Electronics Solutions several orders, valued at approximately $39 million, for RF microelectronics that will be used in an airborne electronic warfare (EW) system.",https://www.microwavejournal.com/articles/29471-harris-awards-cobham-electronic-warfare-orders-for-39m
UMS GH25 GaN Technology Gains Space Evaluation,"November 30, 2017",UMS announced that its GH25-10 MMIC GaN HEMT technology has been successfully space evaluated and is now part of the European Preferred Part list supported by ESA.,https://www.microwavejournal.com/articles/29440-ums-gh25-gan-technology-gains-space-evaluation
Mercury Unveils OpenRFM-Compliant Microwave Transceiver,"November 28, 2017","Mercury Systems announced the new SpectrumSeries RFM3101 ultra-wideband microwave transceiver at the 54th Annual AOC International Symposium and Convention in Washington, D.C.",https://www.microwavejournal.com/articles/29433-mercury-unveils-first-spectrumseries-openrfm-compliant-microwave-transceiver
Keysight Demos EW Threat Detection at AOC International Symposium and Convention,"November 28, 2017","Keysight Technologies will showcase its latest scalable solutions for EW threat simulation, drone detection and emitter location at the 54th Annual AOC International Symposium and Convention in Washington, D.C., November 28-30.",https://www.microwavejournal.com/articles/29430-keysight-demos-ew-threat-detection-at-aoc-international-symposium-and-convention
Mercury Systems Receives $3.8M Microelectronics Order for Airborne EW Application,"November 22, 2017","Mercury Systems, Inc. announced it received a follow-on $3.8 million order from a leading defense prime contractor for multi-chip module devices integrated into an advanced airborne electronic warfare (EW) system. ",https://www.microwavejournal.com/articles/29416-mercury-systems-receives-38m-microelectronics-order-for-airborne-ew-application
Pulse Shaping in High-Power Solid State Jamming Amplifiers from Empower RF ,"November 21, 2017","Come and learn about ""Pulse Shaping in High-Power Solid State Jamming Amplifiers"" from Empower RF Systems' CTO Paulo Correa at this year’s annual AOC Convention.",https://www.microwavejournal.com/articles/29411-pulse-shaping-in-high-power-solid-state-jamming-amplifiers-from-empower-rf
Pentek Introduces Cost-Effective Sentinel Intelligent Signal Scanning Recorder,"November 20, 2017","Pentek, Inc. announced an addition to its popular family of Talon® Sentinel™ signal recording systems, the RTR 2613, which combines Pentek’s intelligent signal scanning software with real-time recording in a lightweight, portable and rugged package.",https://www.microwavejournal.com/articles/29401-pentek-introduces-cost-effective-sentinel-intelligent-signal-scanning-recorder
Kymeta Launches KĀLO Trek Across America,"November 20, 2017","Antenna start-up Kymeta launched its third cross-country drive, a two-week road trip across the U.S. in its connected Toyota RAV4 to demonstrate its KĀLO™ mobile internet service.",https://www.microwavejournal.com/articles/29400-kymeta-launches-k%C4%81lo-trek-across-america
Terma and Tata Collaborate on Indian Surface Surveillance Radar,"November 20, 2017","Terma, in partnership with Tata Advanced Systems Ltd., India has been awarded a contract to execute Indian Navy’s Surface Surveillance Radar project for 31 radars.",https://www.microwavejournal.com/articles/29395-terma-and-tata-collaborate-on-indian-surface-surveillance-radar
Thales Alenia Space Communications Satellite for KTSAT is Launched,"November 20, 2017","The KOREASAT-5A communications satellite, built by Thales Alenia Space for South Korean operator KTSAT has been successfully launched.",https://www.microwavejournal.com/articles/29394-thales-alenia-space-communications-satellite-for-ktsat-is-launched
Akoustis Receives First Order From Smartphone OEM,"November 17, 2017","Akoustis Technologies has received its first purchase order from a first-tier smartphone manufacturer, which the company says is one of the top five global manufacturers. The order calls for the development of two high frequency BAW filters, covering high band LTE and 5 GHz Wi-Fi.",https://www.microwavejournal.com/articles/29389-akoustis-receives-first-purchase-order-from-smartphone-oem
Technology Trends for Future Radar,"November 14, 2017",N/A,https://www.microwavejournal.com/articles/29367-technology-trends-for-future-radar
Bittium Enhances Capabilities of ESSOR Program,"November 13, 2017",As part of the Operational Capability 1 phase Bittium has contributed to the European Secure Software defined Radio program.,https://www.microwavejournal.com/articles/29364-bittium-enhances-capabilities-of-essor-program
It’s Not Just About SWaP Any Longer,"November 10, 2017","To address the challenges of miniaturization and increased density of components in a given volume, the industry has focused on reducing size, weight and power (SWaP). This long-running approach is beginning to see limits in foundry and packaging processes and the continued SWaP progression. Two key factors are behind this.",https://www.microwavejournal.com/articles/29361-its-not-just-about-swap-any-longer
Harris Completes Development of Fully Digital Navigation Payload for Future GPS III Satellites,"November 10, 2017","Harris Corporation has completed development of the company’s fully digital Mission Data Unit (MDU), which is at the heart of its navigation payload for Lockheed Martin’s GPS III satellites 11 and beyond.",https://www.microwavejournal.com/articles/29359-harris-completes-development-of-fully-digital-navigation-payload-for-future-gps-iii-satellites
How Software-Defined Spectrum Analysis is Advancing Spectrum Monitoring and SIGINT Applications,"November 10, 2017","A new generation of Software-Defined Spectrum Analysis solutions has been developed. By being based on software-defined radio innovation, these solutions are able to provide the frequency and performance required in a compact, versatile, and cost-effective unit, and they can be quickly upgraded or adjusted for a wide variety of deployment scenarios. This gives users the flexibility and versatility needed to adapt to changing signal processing and analysis requirements without undergoing a full hardware upgrade.",https://www.microwavejournal.com/articles/29357-how-software-defined-spectrum-analysis-is-advancing-spectrum-monitoring-and-sigint-applications
2 to 20 GHz Limiter/Low Noise Amplifier,"November 10, 2017","Custom MMIC, a leading developer of high performance monolithic microwave integrated circuits (MMIC), announces a new series of high performance IP3 fundamental mixers, CMD253C3, CMD254C3 and CMD255C3.",https://www.microwavejournal.com/articles/29339-to-20-ghz-limiterlow-noise-amplifier
Countering the UAS Challenge,"November 10, 2017","Qorvo reported revenue and earnings above guidance for fiscal Q2 of 2018, reflecting volume from mobile phone ramps at Apple and Chinese manufacturers and strong demand from the defense, Wi-Fi and IoT markets. During the quarter, the company took “targeted actions” that reduced headcount by some 300 people.",https://www.microwavejournal.com/articles/29337-countering-the-uas-challenge
Digitizer-Based Measurement Trade-Offs for Electronic Attack Systems,"November 10, 2017",BAE Systems has begun production of its sensor technology for the Long Range Anti-Ship Missile (LRASM) following a $40 million order from prime contractor Lockheed Martin.,https://www.microwavejournal.com/articles/29327-digitizer-based-measurement-trade-offs-for-electronic-attack-systems
Coexistence of LTE  and Radar Systems,"November 10, 2017",Raytheon has received a potential $1.5 billion indefinite-delivery/indefinite-quantity (IDQI) contract to help the Missile Defense Agency operate and maintain two kinds of ballistic missile radar technology.,https://www.microwavejournal.com/articles/29324-coexistence-of-lte-and-radar-systems
New MMIC Mixers Offer Low Conversion Loss and High LO to RF Isolation Up to 26 GHz,"November 8, 2017",N/A,https://www.microwavejournal.com/articles/29351-new-mmic-mixers-offer-low-conversion-loss-and-high-lo-to-rf-isolation-up-to-26-ghz
Qorvo Q2 Revenue and EPS Beat Guidance,"November 3, 2017",N/A,https://www.microwavejournal.com/articles/29321-qorvo-q2-revenue-and-eps-beat-guidance
BAE Systems Begins Production of Long Range Anti-Ship Missile Sensor,"November 1, 2017",N/A,https://www.microwavejournal.com/articles/29304-bae-systems-begins-production-of-long-range-anti-ship-missile-sensor
Raytheon Gets $1.5B MDA Follow-On IDIQ for Ballistic Missile Radar Platforms,"October 31, 2017",N/A,https://www.microwavejournal.com/articles/29307-raytheon-gets-15b-mda-follow-on-idiq-for-ballistic-missile-radar-platforms
MILCOM 2017 Addresses the Modern Warfighter,"October 30, 2017","MILCOM hosted global military communications professionals involved in command, control, communications, computing, intelligence, surveillance and reconnaissance (C4ISR) applications taking place in Baltimore this year. In the exhibition, we visited the RF and microwave companies participating and saw the following products and demos in their booths.",https://www.microwavejournal.com/articles/29297-milcom-2017-addresses-the-modern-warfighter
Anaren Microwave Receives $5M Order to Support Airborne Electronic Warfare,"October 27, 2017","Anaren Microwave, Inc., a subsidiary of Anaren, Inc. announced it has received a $5 million order from a leading defense prime contractor for hardware support of an airborne electronic warfare application. ",https://www.microwavejournal.com/articles/29288-anaren-microwave-receives-5m-order-to-support-airborne-electronic-warfare
"Wolfspeed Showcases Devices Designed for Counter-IED, Mobile Military Communications Systems","October 25, 2017","Wolfspeed, A Cree Company is highlighting the key role played by its industry-leading, GaN-on-SiC RF devices in delivering solutions for modern military communications challenges.",https://www.microwavejournal.com/articles/29282-wolfspeed-showcases-devices-designed-for-counter-ied-mobile-military-communications-systems
Cobham Awarded Contract for KF-X Antenna Suite,"October 25, 2017","Cobham Antenna Systems has been awarded a contract from Korean Aerospace Industries Ltd (KAI) to design and supply the fully conformal antenna suite for the future KF-X, next-generation indigenous multi-role and fighter aircraft.",https://www.microwavejournal.com/articles/29275-cobham-awarded-contract-for-kf-x-antenna-suite
Mercury Systems Receives $4.7M in Orders for Airborne Electronic Protection RF Microelectronics,"October 25, 2017","Mercury Systems, Inc. announced it received $4.7 million in orders from a leading defense prime contractor for high performance radio frequency (RF) subsystems integrated into an advanced airborne electronic protection system. ",https://www.microwavejournal.com/articles/29271-mercury-systems-receives-47m-in-orders-for-airborne-electronic-protection-rf-microelectronics
AtlanTecRF Launches Ka-Band Dual Channel Loop Test Translator,"October 25, 2017",AtlanTecRF has launched a Ka-Band version of its Dual Channel Loop Test Translator for testing and monitoring signals at satellite communication ground stations and teleports. This product features dual channel operation with the ability to introduce different transfer characteristics in each channel.,https://www.microwavejournal.com/articles/29265-atlantecrf-launches-ka-band-dual-channel-loop-test-translator
Harris Awarded $133M U.S. Navy and Australian F/A-18 EW Contract,"October 17, 2017",Harris Corporation has received a $133 million contract to supply electronic jammers to protect U.S. Navy and Australian F/A-18 Hornet and Super Hornet aircraft against electronic threats.,https://www.microwavejournal.com/articles/29237-harris-awarded-133m-us-navy-and-australian-fa-18-ew-contract
"API Technologies Enters European Design, Manufacturing Alliance with ADI","October 17, 2017","API Technologies Corp. (API) announced that it has entered into a collaboration arrangement with Analog Devices, Inc. (ADI). Using API’s U.K.-based facilities, the parties will collaborate on the production of custom, high-reliability electronic modules and assemblies.",https://www.microwavejournal.com/articles/29236-api-technologies-enters-european-design-manufacturing-alliance-with-adi
Giga-tronics Receives $4.9M Order for High Performance YIG Tuned Filter Products,"October 12, 2017",Giga-tronics Incorporated announced that it has received an additional $4.9 million order extending ongoing production of its high performance RADAR filters for a major aerospace company. ,https://www.microwavejournal.com/articles/29214-giga-tronics-receives-49m-order-for-high-performance-yig-tuned-filter-products
Mercury Systems Receives $6.2M RF Subsystem Order for EW Application,"October 12, 2017","Mercury Systems, Inc. announced it received a $6.2 million order from a leading defense prime contractor for advanced radio frequency (RF) subsystems for an airborne electronic warfare (EW) application. ",https://www.microwavejournal.com/articles/29213-mercury-systems-receives-62m-rf-subsystem-order-for-ew-application
"Vaunix Modular Solutions Aid ATC, IFF Radar Applications","October 12, 2017",Vaunix Technology Corporation recently produced an insightful technical brief discussing the use of modular test equipment with RF testing of military radar.,https://www.microwavejournal.com/articles/29212-vaunix-modular-solutions-aid-atc-iff-radar-applications
Keysight’s Agile Vector Adapter Delivers Enhanced Realism for EW Threat Simulation,"October 12, 2017","Keysight Technologies, Inc. introduced an agile vector adapter which extends the capabilities of the UXG X-Series agile signal generators to generate complex pulsed signals and waveforms based on IQ data for more realistic electronic warfare threat simulations.",https://www.microwavejournal.com/articles/29207-keysight-technologies-new-agile-vector-adapter-delivers-enhanced-realism-for-ew-threat-simulation
MACOM Introduces 500 W GaN-on-Si Power Transistor for L-Band ASR,"October 11, 2017","MACOM announced the newest entry in its GaN-on-Si power transistor portfolio, designed for pulsed L-Band radar systems for airport surveillance radar.",https://www.microwavejournal.com/articles/29206-macom-sets-benchmark-with-500-w-gan-on-si-power-transistor-for-l-band-asr
U.S. Army Awards Leonardo DRS Contract for Production of Counter-Drone Capability,"October 11, 2017","Leonardo DRS announced that it has been awarded a production contract from the U.S. Army, under an urgent operational need, to develop a comprehensive counter-unmanned aerial system (C-UAS) capability to protect soldiers from enemy drones.",https://www.microwavejournal.com/articles/29203-us-army-awards-leonardo-drs-contract-for-production-of-counter-drone-capability
Saab to Provide Multi-Mode Radar for USCG Offshore Patrol Cutter,"October 6, 2017","Saab has received an order from the U.S. Navy to provide the Sea Giraffe Agile Multi Beam (AMB), Multi-Mode Radar (MMR). The order value amounts to $16.8M USD (140 MSEK).",https://www.microwavejournal.com/articles/29192-saab-to-provide-multi-mode-radar-for-uscg-offshore-patrol-cutter
